"source","target","weight"
"dostoevskij_verbrechen Kopie.txt","dostoevskij_verbrechen.txt",3
"dostoevskij_verbrechen Kopie.txt","kafka_schloss_1925.txt",2
"dostoevskij_verbrechen Kopie.txt","musil_toerless.txt",1
"dostoevskij_idiot.txt","kafka_schloss_1925.txt",3
"dostoevskij_idiot.txt","kafka_urteil_1913.txt",2
"dostoevskij_idiot.txt","andreas_fenitschka_1898.txt",1
"dostoevskij_verbrechen Kopie.txt","dostoevskij_verbrechen.txt",3
"dostoevskij_verbrechen Kopie.txt","kafka_schloss_1925.txt",2
"dostoevskij_verbrechen Kopie.txt","musil_toerless.txt",1
"tolstoy_anna1_1920.txt","sapper_dummerle_1905.txt",3
"tolstoy_anna1_1920.txt","bonsels_maja_1912.txt",2
"tolstoy_anna1_1920.txt","heiberg_charaktere_1901.txt",1
"tolstoy_herr_1916.txt","kraft_medizinmann_1896.txt",3
"tolstoy_herr_1916.txt","storm_schimmelreiter_1888.txt",2
"tolstoy_herr_1916.txt","dickens_twist_1111.txt",1
"tolstoy_ehe_1921.txt","dickens_copperfield_1111.txt",3
"tolstoy_ehe_1921.txt","walser_jakob_1909.txt",2
"tolstoy_ehe_1921.txt","kafka_bau_1928.txt",1
"raabe_odfeld_1889.txt","strindberg_inselbauern_1918.txt",3
"raabe_odfeld_1889.txt","schubin_etiquette_1887.txt",2
"raabe_odfeld_1889.txt","schubin_vollmondzauber02_1899.txt",1
"hesse_Rad_1906.txt","schubin_vollmondzauber02_1899.txt",3
"hesse_Rad_1906.txt","strindberg_magd_1921.txt",2
"hesse_Rad_1906.txt","dickens_zwei_1859.txt",1
"fontane_reise_1894.txt","raabe_stopfkuchen_1891.txt",3
"fontane_reise_1894.txt","raabe_akten_1896.txt",2
"fontane_reise_1894.txt","dickens_copperfield_1111.txt",1
"fontane_wuthenow_1883.txt","lasswitz_seife_1890.txt",3
"fontane_wuthenow_1883.txt","walser_gehuelfe_1908.txt",2
"fontane_wuthenow_1883.txt","bonsels_himmelsvolk_1915.txt",1
"fontane_briest_1896.txt","reventlow_dames_1913.txt",3
"fontane_briest_1896.txt","walser_jakob_1909.txt",2
"fontane_briest_1896.txt","fontane_stechlin_1899.txt",1
"fontane_irrungen_1888.txt","fontane_stechlin_1899.txt",3
"fontane_irrungen_1888.txt","walser_geschwister_1907.txt",2
"fontane_irrungen_1888.txt","hesse_knulp_1915.txt",1
"fontane_stechlin_1899.txt","fontane_irrungen_1888.txt",3
"fontane_stechlin_1899.txt","walser_geschwister_1907.txt",2
"fontane_stechlin_1899.txt","hesse_knulp_1915.txt",1
"kafka_strafkolonie_1919.txt","kraft_medizinmann_1896.txt",3
"kafka_strafkolonie_1919.txt","einstein_bebuquin_1912.txt",2
"kafka_strafkolonie_1919.txt","tolstoy_herr_1916.txt",1
"kafka_amerika_1925.txt","kafka_prozess_1925.txt",3
"kafka_amerika_1925.txt","heiberg_todsunden_1891.txt",2
"kafka_amerika_1925.txt","storm_doppelgaenger_1887.txt",1
"kafka_landarzt_1920.txt","brod_stunde_1916.txt",3
"kafka_landarzt_1920.txt","kafka_betrachtung_1912.txt",2
"kafka_landarzt_1920.txt","brodkafka_samuel_1912.txt",1
"kafka_urteil_1913.txt","dostoevskij_idiot.txt",3
"kafka_urteil_1913.txt","may_kurdistan_1892.txt",2
"kafka_urteil_1913.txt","conradi_adam_1889.txt",1
"kafka_betrachtung_1912.txt","brod_stunde_1916.txt",3
"kafka_betrachtung_1912.txt","kafka_landarzt_1920.txt",2
"kafka_betrachtung_1912.txt","hagenauer_muspilli_1900.txt",1
"kafka_bau_1928.txt","tolstoy_ehe_1921.txt",3
"kafka_bau_1928.txt","dickens_copperfield_1111.txt",2
"kafka_bau_1928.txt","fontane_reise_1894.txt",1
"kafka_schloss_1925.txt","dostoevskij_idiot.txt",3
"kafka_schloss_1925.txt","kafka_urteil_1913.txt",2
"kafka_schloss_1925.txt","dostoevskij_verbrechen Kopie.txt",1
"kafka_kuebelreiter_1917.txt","hagenauer_muspilli_1900.txt",3
"kafka_kuebelreiter_1917.txt","brod_stunde_1916.txt",2
"kafka_kuebelreiter_1917.txt","bonsels_indien_1916.txt",1
"kafka_verwandlung_1915.txt","tolstoy_herr_1916.txt",3
"kafka_verwandlung_1915.txt","kraft_medizinmann_1896.txt",2
"kafka_verwandlung_1915.txt","schnitzler_traumnovelle_1926.txt",1
"kafka_hungerkünstler_1924.txt","dostoevskij_idiot.txt",3
"kafka_hungerkünstler_1924.txt","kafka_schloss_1925.txt",2
"kafka_hungerkünstler_1924.txt","kafka_amerika_1925.txt",1
"kafka_prozess_1925.txt","conradi_adam_1889.txt",3
"kafka_prozess_1925.txt","kafka_amerika_1925.txt",2
"kafka_prozess_1925.txt","akunian_bittersuess_1891.txt",1
"grillparzer_kloster_1827.txt","hauptmann_bahnwaerter_1892.txt",3
"grillparzer_kloster_1827.txt","meyer_borgia_1891.txt",2
"grillparzer_kloster_1827.txt","doeblin_butterblume_1913.txt",1
"grillparzer_spielmann_1847.txt","bonsels_indien_1916.txt",3
"grillparzer_spielmann_1847.txt","hagenauer_muspilli_1900.txt",2
"grillparzer_spielmann_1847.txt","kafka_landarzt_1920.txt",1
"keller_sinngedicht_1882.txt","schnitzler_casanova_1918.txt",3
"keller_sinngedicht_1882.txt","heyking_erzaehlungen_1918.txt",2
"keller_sinngedicht_1882.txt","lasswitz_planeten01_1897.txt",1
"sapper_dummerle_1905.txt","bonsels_maja_1912.txt",3
"sapper_dummerle_1905.txt","tolstoy_anna1_1920.txt",2
"sapper_dummerle_1905.txt","sapper_pfaffling_1907.txt",1
"akunian_fluegel_1895.txt","sapper_vater_1915.txt",3
"akunian_fluegel_1895.txt","akunian_bittersuess_1891.txt",2
"akunian_fluegel_1895.txt","hamsun_weiber_1922.txt",1
"mann_venedig_1913.txt","achleitner_celsissimus_1901.txt",3
"mann_venedig_1913.txt","eschstruth_katz_1886.txt",2
"mann_venedig_1913.txt","schubin_vollmondzauber01_1899.txt",1
"mann_zauberberg_1924.txt","mann_tonio_1903.txt",3
"mann_zauberberg_1924.txt","kretzer_timpe_1888.txt",2
"mann_zauberberg_1924.txt","schubin_vollmondzauber01_1899.txt",1
"mann_tristan_1903.txt","mann_tonio_1903.txt",3
"mann_tristan_1903.txt","mann_zauberberg_1924.txt",2
"mann_tristan_1903.txt","falke_durchschnitt_1892.txt",1
"mann_tonio_1903.txt","mann_tristan_1903.txt",3
"mann_tonio_1903.txt","mann_zauberberg_1924.txt",2
"mann_tonio_1903.txt","brod_beer_1912.txt",1
"einstein_bebuquin_1912.txt","grillparzer_kloster_1827.txt",3
"einstein_bebuquin_1912.txt","wassermann_spiegel_1911.txt",2
"einstein_bebuquin_1912.txt","meyer_borgia_1891.txt",1
"heiberg_frau_1886.txt","heiberg_todsunden_1891.txt",3
"heiberg_frau_1886.txt","mann_tristan_1903.txt",2
"heiberg_frau_1886.txt","storm_riew_1885.txt",1
"spyri_heidilehr_1880.txt","reventlow_dames_1913.txt",3
"spyri_heidilehr_1880.txt","hesse_knulp_1915.txt",2
"spyri_heidilehr_1880.txt","fontane_stechlin_1899.txt",1
"preuschen_yoshiwara_1920.txt","walser_gehuelfe_1908.txt",3
"preuschen_yoshiwara_1920.txt","dickens_weihnachts_1843.txt",2
"preuschen_yoshiwara_1920.txt","falke_nebel_1899.txt",1
"hauptmann_bahnwaerter_1892.txt","grillparzer_kloster_1827.txt",3
"hauptmann_bahnwaerter_1892.txt","meyer_borgia_1891.txt",2
"hauptmann_bahnwaerter_1892.txt","wassermann_spiegel_1911.txt",1
"heiberg_grevinde_1898.txt","brod_beer_1912.txt",3
"heiberg_grevinde_1898.txt","sapper_kriegsbuchlein_1914.txt",2
"heiberg_grevinde_1898.txt","heiberg_todsunden_1891.txt",1
"schubin_vollmondzauber01_1899.txt","polenz_buettnerbauer_1895.txt",3
"schubin_vollmondzauber01_1899.txt","kretzer_timpe_1888.txt",2
"schubin_vollmondzauber01_1899.txt","mann_zauberberg_1924.txt",1
"walser_kleine_1914.txt","walser_spaziergang_1917.txt",3
"walser_kleine_1914.txt","goethe_wander.txt",2
"walser_kleine_1914.txt","goethe_italiensche.txt",1
"walser_gehuelfe_1908.txt","dickens_weihnachts_1843.txt",3
"walser_gehuelfe_1908.txt","bonsels_himmelsvolk_1915.txt",2
"walser_gehuelfe_1908.txt","lasswitz_seife_1890.txt",1
"walser_geschwister_1907.txt","goethe_werther.txt",3
"walser_geschwister_1907.txt","fontane_irrungen_1888.txt",2
"walser_geschwister_1907.txt","fontane_stechlin_1899.txt",1
"walser_prosastücke_1917.txt","goethe_lehr.txt",3
"walser_prosastücke_1917.txt","goethe_wahlverwandtschaften.txt",2
"walser_prosastücke_1917.txt","walser_geschwister_1907.txt",1
"walser_spaziergang_1917.txt","walser_kleine_1914.txt",3
"walser_spaziergang_1917.txt","goethe_wander.txt",2
"walser_spaziergang_1917.txt","goethe_italiensche.txt",1
"walser_Schlacht_1908.txt","hoffmann_nacht.txt",3
"walser_Schlacht_1908.txt","raabe_odfeld_1889.txt",2
"walser_Schlacht_1908.txt","strindberg_inselbauern_1918.txt",1
"walser_jakob_1909.txt","fontane_briest_1896.txt",3
"walser_jakob_1909.txt","reventlow_dames_1913.txt",2
"walser_jakob_1909.txt","fontane_stechlin_1899.txt",1
"meissner_prinzessin_1882.txt","lasswitz_planeten01_1897.txt",3
"meissner_prinzessin_1882.txt","hamsun_sklaven_1922.txt",2
"meissner_prinzessin_1882.txt","schnitzler_casanova_1918.txt",1
"flaubert_leidenschaft.txt","brod_beer_1912.txt",3
"flaubert_leidenschaft.txt","mann_tonio_1903.txt",2
"flaubert_leidenschaft.txt","mann_tristan_1903.txt",1
"flaubert_herodias_1877.txt","flaubert_legende_1877.txt",3
"flaubert_herodias_1877.txt","flaubert_schlichtes_1877.txt",2
"flaubert_herodias_1877.txt","flaubert_salambo_1863.txt",1
"flaubert_schlichtes_1877.txt","flaubert_legende_1877.txt",3
"flaubert_schlichtes_1877.txt","flaubert_herodias_1877.txt",2
"flaubert_schlichtes_1877.txt","hauptmann_bahnwaerter_1892.txt",1
"flaubert_legende_1877.txt","flaubert_schlichtes_1877.txt",3
"flaubert_legende_1877.txt","flaubert_herodias_1877.txt",2
"flaubert_legende_1877.txt","doeblin_butterblume_1913.txt",1
"flaubert_bovary_1857.txt","flaubert_schule_1870.txt",3
"flaubert_bovary_1857.txt","schubin_vollmondzauber02_1899.txt",2
"flaubert_bovary_1857.txt","schubin_vollmondzauber01_1899.txt",1
"flaubert_schule_1870.txt","flaubert_bovary_1857.txt",3
"flaubert_schule_1870.txt","schubin_vollmondzauber01_1899.txt",2
"flaubert_schule_1870.txt","schubin_vollmondzauber02_1899.txt",1
"flaubert_salambo_1863.txt","doeblin_butterblume_1913.txt",3
"flaubert_salambo_1863.txt","flaubert_herodias_1877.txt",2
"flaubert_salambo_1863.txt","grillparzer_kloster_1827.txt",1
"flaubert_november_1842.txt","fontane_reise_1894.txt",3
"flaubert_november_1842.txt","goethe_italiensche.txt",2
"flaubert_november_1842.txt","brodkafka_samuel_1912.txt",1
"lasswitz_planeten01_1897.txt","heyking_erzaehlungen_1918.txt",3
"lasswitz_planeten01_1897.txt","kretzer_timpe_1888.txt",2
"lasswitz_planeten01_1897.txt","meissner_prinzessin_1882.txt",1
"raabe_akten_1896.txt","raabe_stopfkuchen_1891.txt",3
"raabe_akten_1896.txt","fontane_reise_1894.txt",2
"raabe_akten_1896.txt","brodkafka_samuel_1912.txt",1
"reventlow_dames_1913.txt","fontane_briest_1896.txt",3
"reventlow_dames_1913.txt","hesse_knulp_1915.txt",2
"reventlow_dames_1913.txt","andreas_fenitschka_1898.txt",1
"schnitzler_casanova_1918.txt","keller_sinngedicht_1882.txt",3
"schnitzler_casanova_1918.txt","kretzer_timpe_1888.txt",2
"schnitzler_casanova_1918.txt","dickens_zwei_1859.txt",1
"schnitzler_else_1924.txt","walser_jakob_1909.txt",3
"schnitzler_else_1924.txt","fontane_briest_1896.txt",2
"schnitzler_else_1924.txt","may_winnetou_1893.txt",1
"schnitzler_traumnovelle_1926.txt","tolstoy_herr_1916.txt",3
"schnitzler_traumnovelle_1926.txt","schreiner_halket_1898.txt",2
"schnitzler_traumnovelle_1926.txt","storm_riew_1885.txt",1
"schnitzler_tanzerin_1905.txt","storm_doppelgaenger_1887.txt",3
"schnitzler_tanzerin_1905.txt","storm_riew_1885.txt",2
"schnitzler_tanzerin_1905.txt","hamsun_sklaven_1922.txt",1
"hoffmann_zaches.txt","altenberg_prodromos_1906.txt",3
"hoffmann_zaches.txt","heyking_erzaehlungen_1918.txt",2
"hoffmann_zaches.txt","hoffmann_topf.txt",1
"hoffmann_topf.txt","keller_sinngedicht_1882.txt",3
"hoffmann_topf.txt","heyking_erzaehlungen_1918.txt",2
"hoffmann_topf.txt","schnitzler_casanova_1918.txt",1
"hoffmann_nacht.txt","walser_Schlacht_1908.txt",3
"hoffmann_nacht.txt","raabe_odfeld_1889.txt",2
"hoffmann_nacht.txt","strindberg_inselbauern_1918.txt",1
"heiberg_charaktere_1901.txt","sapper_pfaffling_1907.txt",3
"heiberg_charaktere_1901.txt","tolstoy_anna1_1920.txt",2
"heiberg_charaktere_1901.txt","sturza_geluebde_1905.txt",1
"storm_doppelgaenger_1887.txt","schnitzler_tanzerin_1905.txt",3
"storm_doppelgaenger_1887.txt","storm_riew_1885.txt",2
"storm_doppelgaenger_1887.txt","schnitzler_traumnovelle_1926.txt",1
