Source,Target,Type,Id,Label,timeset,Weight
grillparzer_spielmann_1847_de,hoffmann_nacht_1817_de,Undirected,1723,,,82
grillparzer_spielmann_1847_de,hoffmann_topf_1819_de,Undirected,1724,,,4
grillparzer_spielmann_1847_de,keller_sinngedicht_1882_de,Undirected,1725,,,52
grillparzer_spielmann_1847_de,stifter_nachsommer_1857_de,Undirected,1726,,,6
grillparzer_spielmann_1847_de,storm_basch_1887_de,Undirected,1727,,,4
grillparzer_spielmann_1847_de,storm_doppelgaenger_1887_de,Undirected,1728,,,12
hagenauer_muspilli_1900_de,hesse_rad_1906_de,Undirected,1735,,,6
hagenauer_muspilli_1900_de,kafka_landarzt_1920_de,Undirected,1736,,,2
hagenauer_muspilli_1900_de,musil_haus_1908_de,Undirected,1737,,,14
hagenauer_muspilli_1900_de,musil_toerless_1906_de,Undirected,1738,,,6
hagenauer_muspilli_1900_de,tolstoy_romanehe_1921_ru,Undirected,1739,,,40
hamsun_sklaven_1922_sca,hamsun_weiber_1922_sca,Undirected,1743,,,60
hamsun_sklaven_1922_sca,schnitzler_tanzerin_1905_de,Undirected,1744,,,10
hamsun_sklaven_1922_sca,spyri_heidilehr_1880_de,Undirected,1745,,,2
